ID,Titre,Entreprise,Lieu,Source,Date,Description,Lien
1290,"Électriciens ou Techniciens Qualifiés - Casablanca","Société :E.B.T.industriel","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous sommes une société d'électricité générale et travaux divers, cherchons des Électriciens ou Techniciens Qualifiés CQP, possédant un diplôme d'électricien qualifié, niveau bac ou inférieur pour un stage pré-embauche ou contrat anapec, ayant les notions de base d'électricité générale avec une expérience confirmée plus de 5ans dans le domaine d'électricité. si vous êtes intéressé, veuillez nous envoyer votre cv + photo par ce site.","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297094/Électriciens-ou-Techniciens-Qualifiés.html"
1291,"Un(e) Responsable Administratif - Casablanca","Lumino Vert","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous cherchons Un(e) Responsable Administratif et Financier, hautement compétent en gestion administrative et Financière pour rejoindre notre équipe, diplômé en gestion d'entreprise, Finance et Comptabilité, de formation Bac +5 en université spécialisée, vous avez une expérience de 10 ans minimum sur un poste similaire. Vous serez responsable de diverses tâches administratives, tout en apportant un soutien essentiel aux fonctions comptables et financières de l'entreprise. * Principales missions : Assurer la gestion administrative quotidienne du bureau; préparer et organiser des réunions, y compris la coordination des agendas et la préparation des documents nécessaires; assurer un soutien administratif à notre département comptable; etablir les rapports et les états; tenir compte des contraintes du client ainsi que de la réglementation et des normes; suivre notre situation bancaire (Rapprochement bancaire); gérer et analyser les appels d'offre. Vous êtes également reconnu pour vos qualités de communication; vous avez de solides compétences en finance et comptabilités générales et analytiques; vous maîtrisez les outils informatiques de gestion de données. Vous pensez être celui qu’on recherche ? Postulez à cette offre et rejoignez une équipe dynamique, et une entreprise en évolution permanente. Envoyez votre CV + photo.","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297101/Un(e)-Responsable-Administratif.html"
1292,"Chargé(e) de l’Administration des Ventes - Casablanca","VALUE DISTRIBUTION","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Mon compte Déconnexion FAQ Contact Nous sommes à la recherche d'un(e) Chargé(e) de l’Administration des Ventes – secteur : vente de matériel de transport et équipements pour les travaux et d’industrie Mission principale le(a) chargé(e) de l’Administration des ventes est tenue de gérer et planifier les opération de vente dès la réception du dossier (facture pro-forma) jusqu’à sa livraison du matériel. Sa mission principale c’est de piloter le traitement des dossiers tout au long du processus vente, tout en assurant au client les informations dont il a besoin, et en veillant à ce que sa livraison soit faite dans les meilleurs délais. Principales attributions • Prospection • Gestion de la relation (clients, fournisseurs et établissements de financement) • Coordination avec le service commercial et service livraison • Organise et réalise la gestion des contrats de vente depuis la réception des commandes jusqu’à la livraison des produits chez le client. • Assistance des clients pour la préparation des dossiers de financement. • Gestion dossier administratif des ventes • Suivi le carnet des affaires commerciales • Facturation • Bonne maîtrise des outils bureautiques • Bonne capacité de négociation Compétences : • Bon relationnel. • Connaissance en marketing et technique de vente. • Sens de la coordination et de la communication en interne et externe. • Sens de l'initiative et capacité à proposer des améliorations et des mesures correctives. • Réactivité, afin d'intervenir rapidement aux différentes demandes des clients. • Sérieux, calme, rigueur. Langues exigées : • Bon niveaux de français et anglais • Métier : Vente • Secteur d´activité : Vente du matériel de transport et de chantier • Type de contrat : CDI • Ville : CASABLANCA • Niveau d'expérience : Expérience entre 2 ans et 5 ans • Niveau d'études : Bac+3 et plus en commerce ou gestion • Langues exigées : français et anglais « bon niveau »","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10294932/Chargé(e)-de-l’Administration-des-Ventes.html"
1293,"Agent De Saisie ( F ) - Casablanca - Zenata","DAMA","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous recrutons, pour le compte de notre client qui opère dans le secteur de l'agro alimentaire, des Agents de Saisie ( Femme ) basés sur la ville de Casablanca - Zenata Missions : -Saisir, mettre à jour et assurer la fiabilité des données dans les bases informatiques. -Vérifier et corriger les informations saisies pour garantir leur exactitude. -Assurer l’archivage numérique ou physique des documents traités. -Respecter les délais de traitement imposés. -Collaborer avec les différents services pour collecter les données nécessaires. Profil recherché: -Bac+2 (secrétariat, gestion, administration). -Bonne maîtrise des outils bureautiques (Excel, Word, logiciels de saisie spécifiques). -Rapidité et précision dans la saisie de données. -Capacité à travailler de manière autonome et en équipe. -Sens de l’organisation, rigueur et discrétion. -Expérience souhaitée dans un poste similaire, mais débutant accepté selon profil. -Bonne maîtrise du français écrit (orthographe et grammaire).","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10187541/Agent-De-Saisie-(-F-)-Casablanca-Zenata.html"
1294,"STAGE TECHNICIEN ARCHITECTURE ARCHICAD - Casablanca","FOCUS ARCHITECTES","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact POSTE 01 / STAGIAIRE EN ARCHICAD RECHERCHE DESSINATEUR QUI TRAVAILLE SUR ARCHICAD ET SOUHAITE APPRENDRE DE NOUVEAUX LOGICIELS : SKETCH UP , ROKHAS , LUMION. poste sur casablanca. age moins de 21 ans","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10300415/STAGE-TECHNICIEN-ARCHITECTURE-ARCHICAD.html"
1295,"AIDE COMPTABLE - Meknès","confidentiel","Meknès","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous recherchons pour notre entreprise basée à Meknès recrute un(e) Aide Comptable. Missions principales :  Saisie et classement des pièces comptables  Suivi des factures clients et fournisseurs  Aide à la préparation des déclarations fiscales  Participation aux opérations de clôture mensuelle  Archivage et organisation des documents comptables Profil recherché :  Diplôme en comptabilité ou gestion  Expérience d’au moins 1 an dans un poste similaire  Maîtrise des outils bureautiques (Excel, Word ……..)  Sens de l’organisation, rigueur et discrétion  Capacité à travailler en équipe","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10295656/AIDE-COMPTABLE.html"
1296,"CHEF DE CHANTIER - Tetouan","GROUPE IMMOBILIER SLAOUI","Tetouan","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous sommes le Groupe Immobilier Slaoui basé sur Tétouan. Nous sommes à la recherche d’un Chef de Chantier avec une expérience de 10 ans dans le secteur de bâtiment, qui a pour mission le contrôle de la qualité et le suivi des travaux réalisées (Gros Œuvres et Second Œuvres). Pour tout profil intéressé, veuillez nous envoyer votre CV.","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10296273/CHEF-DE-CHANTIER.html"
1297,"TECHNICIEN DE CHANTIER - Tetouan","GROUPE IMMOBILIER SLAOUI","Tetouan","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous sommes le Groupe Immobilier Slaoui basé sur Tétouan. Nous sommes à la recherche d’un Technicien de Chantier avec une expérience de 5 ans dans un poste similaire (secteur de bâtiment), qui a pour mission la réalisation du métré et de l’avant métré, le planning, la préparation des attachements des travaux, le contrôle de la qualité et le suivi des travaux réalisées (Gros Œuvres et Second Œuvres). Pour tout profil intéressé, veuillez nous envoyer votre CV.","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10296276/TECHNICIEN-DE-CHANTIER.html"
1298,"CONSEILLER COMMERCIAL - Tetouan","GROUPE IMMOBILIER SLAOUI","Tetouan","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous sommes le Groupe Immobilier Slaoui basé sur Tétouan. Nous sommes à la recherche d’un conseiller Commercial avec une expérience minimale de 2 ans, qui a pour mission la commercialisation de nos divers projets, la prospection des nouveaux clients et le suivi du service après-vente. Pour tout profil intéressé, veuillez nous envoyer votre CV.","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10296279/CONSEILLER-COMMERCIAL.html"
1299,"Technicien en électricité, bureau d'étude - Casablanca","Electro Profile","Casablanca","MarocAnnonces","03/01/2026","Mes Favoris Connexion Inscription FAQ Contact Nous recrutons un Technicien en électricité MT & BT pour bureau d'étude, dynamique, polyvalent et ayant une expérience significative d'au moins 10 ans acquises dans le secteur de l’ingénierie électrique pour piloter et coordonner des projets d'électrification MT/BT urbaine et rural dans les domaines de courant moyen et base tension, vous serez responsable du bon déroulement des projets électriques, depuis l’étude jusqu’à la mise en service. * Vos missions : Réaliser les études techniques et financières des projets électriques MT/BT; Produire et contrôler les documents techniques métiers des appels d'offres publics et privés; Étudier, concevoir et dimensionner les installations électriques d’éclairage (réseaux, luminaires, lotissements, terrassement, tableaux, armoires, câblages, protections, etc.); Réaliser les plans et schémas électriques (AutoCAD, CANECO, DIALux, etc.); Assurer la supervision technique des chantiers d’installation et de maintenance; Contrôler la conformité des travaux avec les normes en vigueur et les cahiers des charges; Réaliser des reportings réguliers sur l’avancement des projets; Identifier et proposer des solutions techniques pour optimiser les performances; Organiser les réunions et assister nos équipes des chantiers, suivre l'avancement des travaux en respectant les délais exigés. Si vous avez des compétences requises en MT et BT, vous êtes autonome; organisé; rigoureux; et avez un très bon relationnel, envoyer vos candidatures (CV+Photo+Expériences) via ce site.","https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10297115/Technicien-en-électricité,-bureau-détude.html"
